"MenuItemId","Label","PageName","Slug","Url","CurrentPath","ProposedPath","Moved"
"37","Biblical Slavery — What the Bible Actually Permits","Biblical-Slavery","biblical-slavery","https://www.ldsapologetics.com/biblical-slavery/","Against Protestantism > Biblical Slavery — What the Bible Actually Permits","Against Protestantism > Practice and Ethics > Biblical Slavery — What the Bible Actually Permits","True"
"27","Profile of the Damned — Indigenous People","Profile-Indigenous","profile-indigenous","https://www.ldsapologetics.com/profile-indigenous/","Against Protestantism > Profile of the Damned — Indigenous People","Against Protestantism > Profiles of the Damned > Profile of the Damned — Indigenous People","True"
"11","Profile of the Damned — Innocent Children","Profile-Innocent","profile-innocent","https://www.ldsapologetics.com/profile-innocent/","Against Protestantism > Profile of the Damned — Innocent Children","Against Protestantism > Profiles of the Damned > Profile of the Damned — Innocent Children","True"
"12","Profile of the Damned — Pastors Who Lost Their Faith","Profile-Pastors","profile-pastors","https://www.ldsapologetics.com/profile-pastors/","Against Protestantism > Profile of the Damned — Pastors Who Lost Their Faith","Against Protestantism > Profiles of the Damned > Profile of the Damned — Pastors Who Lost Their Faith","True"
"10","Profile of the Damned — The Jewish People","Profile-Jews","profile-jews","https://www.ldsapologetics.com/profile-jews/","Against Protestantism > Profile of the Damned — The Jewish People","Against Protestantism > Profiles of the Damned > Profile of the Damned — The Jewish People","True"
"28","Profile of the Damned — The Obedient","Profile-Obedient","profile-obedient","https://www.ldsapologetics.com/profile-obedient/","Against Protestantism > Profile of the Damned — The Obedient","Against Protestantism > Profiles of the Damned > Profile of the Damned — The Obedient","True"
"146","Imputed Righteousness — Declared Clean, or Made Clean?","Imputed-Righteousness","imputed-righteousness","https://www.ldsapologetics.com/imputed-righteousness/","Against Protestantism > Imputed Righteousness — Declared Clean, or Made Clean?","Against Protestantism > The Five Solas > Imputed Righteousness — Declared Clean, or Made Clean?","True"
"145","James 2 — Not by Faith Only","James-2-Faith-Works","james-2-faith-works","https://www.ldsapologetics.com/james-2-faith-works/","Against Protestantism > James 2 — Not by Faith Only","Against Protestantism > The Five Solas > James 2 — Not by Faith Only","True"
"39","Sola Christus Refuted","Sola-Christus","sola-christus","https://www.ldsapologetics.com/sola-christus/","Against Protestantism > Sola Christus Refuted","Against Protestantism > The Five Solas > Refuted Point by Point > Sola Christus Refuted","True"
"40","Sola Gratia Refuted","Sola-Gracia","sola-gracia","https://www.ldsapologetics.com/sola-gracia/","Against Protestantism > Sola Gratia Refuted","Against Protestantism > The Five Solas > Refuted Point by Point > Sola Gratia Refuted","True"
"38","Sola Scriptura Refuted","Sola-Scriptura","sola-scriptura","https://www.ldsapologetics.com/sola-scriptura/","Against Protestantism > Sola Scriptura Refuted","Against Protestantism > The Five Solas > Refuted Point by Point > Sola Scriptura Refuted","True"
"41","Soli Deo Gloria Refuted","Sola-Gloria","sola-gloria","https://www.ldsapologetics.com/sola-gloria/","Against Protestantism > Soli Deo Gloria Refuted","Against Protestantism > The Five Solas > Refuted Point by Point > Soli Deo Gloria Refuted","True"
"13","Sola Fide — A False Ideology","Sola-Fide-False","sola-fide-false","https://www.ldsapologetics.com/sola-fide-false/","Against Protestantism > Sola Fide — A False Ideology","Against Protestantism > The Five Solas > Sola Fide — A False Ideology","True"
"2072","Sola Fide's Fruit — Objections Answered","Evangelical-Immorality-FAQ","evangelical-immorality-faq","https://www.ldsapologetics.com/evangelical-immorality-faq/",,"Against Protestantism > The Five Solas > Sola Fide's Fruit — Objections Answered","True"
"102","Sola Fide's Fruit — The Statistical Record","Evangelical-Immorality","evangelical-immorality","https://www.ldsapologetics.com/evangelical-immorality/","Against Protestantism > Sola Fide's Fruit — The Statistical Record","Against Protestantism > The Five Solas > Sola Fide's Fruit — The Statistical Record","True"
"87","The Carnal Christian — Sola Fide's Logical Product","Carnal-Christian","carnal-christian","https://www.ldsapologetics.com/carnal-christian/","Against Protestantism > The Carnal Christian — Sola Fide's Logical Product","Against Protestantism > The Five Solas > The Carnal Christian — Sola Fide's Logical Product","True"
"42","The Five Solas — Overview","Five-Solas","five-solas","https://www.ldsapologetics.com/five-solas/","Against Protestantism > The Five Solas — Overview","Against Protestantism > The Five Solas > The Five Solas — Overview","True"
"160","Deification in the Early Fathers","Deification-Early-Fathers","deification-early-fathers","https://www.ldsapologetics.com/deification-early-fathers/","Against Protestantism > Deification in the Early Fathers","Against Protestantism > The Reformation in History > Deification in the Early Fathers","True"
"100","Martin Luther's Antisemitism Cannot Be Ignored","Luther-Antisemitism","luther-antisemitism","https://www.ldsapologetics.com/luther-antisemitism/","Against Protestantism > Martin Luther's Antisemitism Cannot Be Ignored","Against Protestantism > The Reformation in History > Martin Luther's Antisemitism Cannot Be Ignored","True"
"147","Nicaea, the Creeds, and What They Actually Settled","Nicaea-Creeds","nicaea-creeds","https://www.ldsapologetics.com/nicaea-creeds/","Against Protestantism > Nicaea, the Creeds, and What They Actually Settled","Against Protestantism > The Reformation in History > Nicaea, the Creeds, and What They Actually Settled","True"
"19","Protestant Churches and American Slavery","Protestant-Slavers","protestant-slavers","https://www.ldsapologetics.com/protestant-slavers/","Against Protestantism > Protestant Churches and American Slavery","Against Protestantism > The Reformation in History > Protestant Churches and American Slavery","True"
"56","The Collapse of Protestant Christendom","Protestant-Collapse","protestant-collapse","https://www.ldsapologetics.com/protestant-collapse/","Against Protestantism > The Collapse of Protestant Christendom","Against Protestantism > The Reformation in History > The Collapse of Protestant Christendom","True"
"150","The Reformation Failed as Reform","Reformation-Failed","reformation-failed","https://www.ldsapologetics.com/reformation-failed/","Against Protestantism > The Reformation Failed as Reform","Against Protestantism > The Reformation in History > The Reformation Failed as Reform","True"
"125","Does the Church Suppress Truth-Seeking?","Truth-Seeking-Suppression","truth-seeking-suppression","https://www.ldsapologetics.com/truth-seeking-suppression/","Authority & Revelation > Does the Church Suppress Truth-Seeking?","Authority & Revelation > Answering Critics > Does the Church Suppress Truth-Seeking?","True"
"3","Logical Fallacies to Avoid","Logical-Fallacies","logical-fallacies","https://www.ldsapologetics.com/logical-fallacies/","Authority & Revelation > Logical Fallacies to Avoid","Authority & Revelation > Answering Critics > Logical Fallacies to Avoid","True"
"30","Should You Debate?","Should-Debate","should-debate","https://www.ldsapologetics.com/should-debate/","Authority & Revelation > Should You Debate?","Authority & Revelation > Answering Critics > Should You Debate?","True"
"157","The Joseph Smith and Muhammad Parallel","Joseph-Smith-Muhammad","joseph-smith-muhammad","https://www.ldsapologetics.com/joseph-smith-muhammad/","Authority & Revelation > The Joseph Smith and Muhammad Parallel","Authority & Revelation > Answering Critics > The Joseph Smith and Muhammad Parallel","True"
"84","Why Organized Religion Matters","Organized-Religion-Matters","organized-religion-matters","https://www.ldsapologetics.com/organized-religion-matters/","Authority & Revelation > Why Organized Religion Matters","Authority & Revelation > Answering Critics > Why Organized Religion Matters","True"
"25","Would You Want to Know If the Church Were False?","ChurchTrue-Or-Not","churchtrue-or-not","https://www.ldsapologetics.com/churchtrue-or-not/","Authority & Revelation > Would You Want to Know If the Church Were False?","Authority & Revelation > Answering Critics > Would You Want to Know If the Church Were False?","True"
"132","Gospel, Priesthood, and Covenants — Three Protestant Claims Refuted","Covenants-Restored","covenants-restored","https://www.ldsapologetics.com/covenants-restored/","Authority & Revelation > Gospel, Priesthood, and Covenants — Three Protestant Claims Refuted","Authority & Revelation > Apostasy and Restoration > Gospel, Priesthood, and Covenants — Three Protestant Claims Refuted","True"
"53","The Gates of Hell and Continuous Revelation","Gates-Of-Hell","gates-of-hell","https://www.ldsapologetics.com/gates-of-hell/","Authority & Revelation > The Gates of Hell and Continuous Revelation","Authority & Revelation > Apostasy and Restoration > The Gates of Hell and Continuous Revelation","True"
"81","The Gospel Is Preached to the Dead","Spirit-Prison-Gospel","spirit-prison-gospel","https://www.ldsapologetics.com/spirit-prison-gospel/","Authority & Revelation > The Gospel Is Preached to the Dead","Authority & Revelation > Apostasy and Restoration > The Gospel Is Preached to the Dead","True"
"69","The Harrowing of Hell and the Restoration","Harrowing-Hell-Restored","harrowing-hell-restored","https://www.ldsapologetics.com/harrowing-hell-restored/","Authority & Revelation > The Harrowing of Hell and the Restoration","Authority & Revelation > Apostasy and Restoration > The Harrowing of Hell and the Restoration","True"
"77","The Path of Personal Apostasy","Path-Of-Apostasy","path-of-apostasy","https://www.ldsapologetics.com/path-of-apostasy/","Authority & Revelation > The Path of Personal Apostasy","Authority & Revelation > Apostasy and Restoration > The Path of Personal Apostasy","True"
"33","Why a Restoration Was Necessary","Apostasy-Why","apostasy-why","https://www.ldsapologetics.com/apostasy-why/","Authority & Revelation > Why a Restoration Was Necessary","Authority & Revelation > Apostasy and Restoration > Why a Restoration Was Necessary","True"
"74","Apostles and Prophets Are Still Required","NT-Church-Offices","nt-church-offices","https://www.ldsapologetics.com/nt-church-offices/","Authority & Revelation > Apostles and Prophets Are Still Required","Authority & Revelation > Priesthood Authority > Apostles and Prophets Are Still Required","True"
"106","Does Only Jesus Hold the Priesthood?","Melchizedek-Priesthood-Hebrews","melchizedek-priesthood-hebrews","https://www.ldsapologetics.com/melchizedek-priesthood-hebrews/","Authority & Revelation > Does Only Jesus Hold the Priesthood?","Authority & Revelation > Priesthood Authority > Does Only Jesus Hold the Priesthood?","True"
"152","Melchizedek the Person","Melchizedek-Person","melchizedek-person","https://www.ldsapologetics.com/melchizedek-person/","Authority & Revelation > Melchizedek the Person","Authority & Revelation > Priesthood Authority > Melchizedek the Person","True"
"55","Simon the Magician and Priesthood Authority","Simon-Magician","simon-magician","https://www.ldsapologetics.com/simon-magician/","Authority & Revelation > Simon the Magician and Priesthood Authority","Authority & Revelation > Priesthood Authority > Simon the Magician and Priesthood Authority","True"
"52","The Priesthood — Authority That Can't Be Self-Appointed","Priesthood-lds","priesthood-lds","https://www.ldsapologetics.com/priesthood-lds/","Authority & Revelation > The Priesthood — Authority That Can't Be Self-Appointed","Authority & Revelation > Priesthood Authority > The Priesthood — Authority That Can't Be Self-Appointed","True"
"26","Can You Trust Revelation by Feelings?","LDS-Feelings","lds-feelings","https://www.ldsapologetics.com/lds-feelings/","Authority & Revelation > Can You Trust Revelation by Feelings?","Authority & Revelation > Receiving Revelation > Can You Trust Revelation by Feelings?","True"
"57","How to Receive Truth — The Revelation Pattern","Revelation-Pattern","revelation-pattern","https://www.ldsapologetics.com/revelation-pattern/","Authority & Revelation > How to Receive Truth — The Revelation Pattern","Authority & Revelation > Receiving Revelation > How to Receive Truth — The Revelation Pattern","True"
"54","Why God Requires Belief Before Evidence","Trial-Of-Faith","trial-of-faith","https://www.ldsapologetics.com/trial-of-faith/","Authority & Revelation > Why God Requires Belief Before Evidence","Authority & Revelation > Receiving Revelation > Why God Requires Belief Before Evidence","True"
"124","Changes to the Doctrine and Covenants — What They Show","DC-Retroactive-Changes","dc-retroactive-changes","https://www.ldsapologetics.com/dc-retroactive-changes/","Authority & Revelation > Changes to the Doctrine and Covenants — What They Show","Authority & Revelation > The Church in Practice > Changes to the Doctrine and Covenants — What They Show","True"
"113","Church Growth Statistics — What Do They Actually Mean?","Church-Growth-Statistics","church-growth-statistics","https://www.ldsapologetics.com/church-growth-statistics/","Authority & Revelation > Church Growth Statistics — What Do They Actually Mean?","Authority & Revelation > The Church in Practice > Church Growth Statistics — What Do They Actually Mean?","True"
"89","Handcart Companies: Faith, Not Negligence","Handcart-Not-Negligence","handcart-not-negligence","https://www.ldsapologetics.com/handcart-not-negligence/","Authority & Revelation > Handcart Companies: Faith, Not Negligence","Authority & Revelation > The Church in Practice > Handcart Companies: Faith, Not Negligence","True"
"158","The Anachronism Trend — What 190 Years of Criticism Shows","Roper-Anachronism-Trends","roper-anachronism-trends","https://www.ldsapologetics.com/roper-anachronism-trends/","Book of Mormon > The Anachronism Trend — What 190 Years of Criticism Shows","Book of Mormon > Answering Criticism > The Anachronism Trend — What 190 Years of Criticism Shows","True"
"130","The Kitchen Sink Attack — Every Anti–Book of Mormon Bullet Point, Answered","BOM-Kitchen-Sink","bom-kitchen-sink","https://www.ldsapologetics.com/bom-kitchen-sink/","Book of Mormon > The Kitchen Sink Attack — Every Anti–Book of Mormon Bullet Point, Answered","Book of Mormon > Answering Criticism > The Kitchen Sink Attack — Every Anti–Book of Mormon Bullet Point, Answered","True"
"79","BOM Archaeology — Once Mocked, Now Confirmed","BOM-Archaeology","bom-archaeology","https://www.ldsapologetics.com/bom-archaeology/","Book of Mormon > BOM Archaeology — Once Mocked, Now Confirmed","Book of Mormon > Archaeology and Geography > BOM Archaeology — Once Mocked, Now Confirmed","True"
"128","Hill Cumorah — The Archaeological Question","Hill-Cumorah","hill-cumorah","https://www.ldsapologetics.com/hill-cumorah/","Book of Mormon > Hill Cumorah — The Archaeological Question","Book of Mormon > Archaeology and Geography > Hill Cumorah — The Archaeological Question","True"
"46","Horses in the Book of Mormon","Horses","horses","https://www.ldsapologetics.com/horses/","Book of Mormon > Horses in the Book of Mormon","Book of Mormon > Archaeology and Geography > Horses in the Book of Mormon","True"
"131","Laban's Steel Sword — Iron Age Jerusalem Vindicates the BOM","Laban-Sword-Steel","laban-sword-steel","https://www.ldsapologetics.com/laban-sword-steel/","Book of Mormon > Laban's Steel Sword — Iron Age Jerusalem Vindicates the BOM","Book of Mormon > Archaeology and Geography > Laban's Steel Sword — Iron Age Jerusalem Vindicates the BOM","True"
"82","The BOM Never Claimed to Be a Complete American History","BOM-Self-Limiting","bom-self-limiting","https://www.ldsapologetics.com/bom-self-limiting/","Book of Mormon > The BOM Never Claimed to Be a Complete American History","Book of Mormon > Archaeology and Geography > The BOM Never Claimed to Be a Complete American History","True"
"48","Jesus Born in Jerusalem — Alma's Prophecy Explained","JesusBirth","jesusbirth","https://www.ldsapologetics.com/jesusbirth/","Book of Mormon > Jesus Born in Jerusalem — Alma's Prophecy Explained","Book of Mormon > Doctrine and Difficult Passages > Jesus Born in Jerusalem — Alma's Prophecy Explained","True"
"92","The Book of Mormon Doctrine Challenge","BOM-Challenge","bom-challenge","https://www.ldsapologetics.com/bom-challenge/","Book of Mormon > The Book of Mormon Doctrine Challenge","Book of Mormon > Doctrine and Difficult Passages > The Book of Mormon Doctrine Challenge","True"
"96","Why Nephi Killing Laban Was Not Murder","Nephi-Kills-Laban","nephi-kills-laban","https://www.ldsapologetics.com/nephi-kills-laban/","Book of Mormon > Why Nephi Killing Laban Was Not Murder","Book of Mormon > Doctrine and Difficult Passages > Why Nephi Killing Laban Was Not Murder","True"
"32","Isaiah in the Book of Mormon","BofM-Isaiah","bofm-isaiah","https://www.ldsapologetics.com/bofm-isaiah/","Book of Mormon > Isaiah in the Book of Mormon","Book of Mormon > Language and Text > Isaiah in the Book of Mormon","True"
"85","Linguistic Evidence for the Book of Mormon","BOM-Linguistic","bom-linguistic","https://www.ldsapologetics.com/bom-linguistic/","Book of Mormon > Linguistic Evidence for the Book of Mormon","Book of Mormon > Language and Text > Linguistic Evidence for the Book of Mormon","True"
"112","Missing Jewish Elements in the Book of Mormon?","BOM-Missing-Jewish-Elements","bom-missing-jewish-elements","https://www.ldsapologetics.com/bom-missing-jewish-elements/","Book of Mormon > Missing Jewish Elements in the Book of Mormon?","Book of Mormon > Language and Text > Missing Jewish Elements in the Book of Mormon?","True"
"8","Stylometry — Multiple Authors, One Book","Stylometry","stylometry","https://www.ldsapologetics.com/stylometry/","Book of Mormon > Stylometry — Multiple Authors, One Book","Book of Mormon > Language and Text > Stylometry — Multiple Authors, One Book","True"
"127","The Charles Anthon Incident — What Actually Happened","Charles-Anthon-Script","charles-anthon-script","https://www.ldsapologetics.com/charles-anthon-script/","Book of Mormon > The Charles Anthon Incident — What Actually Happened","Book of Mormon > Language and Text > The Charles Anthon Incident — What Actually Happened","True"
"115","Thousands of Changes to the Book of Mormon?","BOM-Textual-Changes","bom-textual-changes","https://www.ldsapologetics.com/bom-textual-changes/","Book of Mormon > Thousands of Changes to the Book of Mormon?","Book of Mormon > Language and Text > Thousands of Changes to the Book of Mormon?","True"
"109","Book of Mormon Population — Answering the Math Objection","BOM-Population-Math","bom-population-math","https://www.ldsapologetics.com/bom-population-math/","Book of Mormon > Book of Mormon Population — Answering the Math Objection","Book of Mormon > Peoples and Origins > Book of Mormon Population — Answering the Math Objection","True"
"31","DNA Evidence and the Book of Mormon","DNA-Evidence","dna-evidence","https://www.ldsapologetics.com/dna-evidence/","Book of Mormon > DNA Evidence and the Book of Mormon","Book of Mormon > Peoples and Origins > DNA Evidence and the Book of Mormon","True"
"16","Is the Book of Mormon a Racist Document?","BookofMormon-RacistDoc","bookofmormon-racistdoc","https://www.ldsapologetics.com/bookofmormon-racistdoc/","Book of Mormon > Is the Book of Mormon a Racist Document?","Book of Mormon > Race and the Book of Mormon > Is the Book of Mormon a Racist Document?","True"
"88","The Book of Mormon Is Not a Racist Document","BOM-Not-Racist-Full","bom-not-racist-full","https://www.ldsapologetics.com/bom-not-racist-full/","Book of Mormon > The Book of Mormon Is Not a Racist Document","Book of Mormon > Race and the Book of Mormon > The Book of Mormon Is Not a Racist Document","True"
"165","""Author and Proprietor"" — The Book of Mormon Copyright","BOM-Author-Proprietor","bom-author-proprietor","https://www.ldsapologetics.com/bom-author-proprietor/","Book of Mormon > ""Author and Proprietor"" — The Book of Mormon Copyright","Book of Mormon > Witnesses and the Plates > ""Author and Proprietor"" — The Book of Mormon Copyright","True"
"153","The Book of Mormon Witnesses","BOM-Witnesses","bom-witnesses","https://www.ldsapologetics.com/bom-witnesses/","Book of Mormon > The Book of Mormon Witnesses","Book of Mormon > Witnesses and the Plates > The Book of Mormon Witnesses","True"
"50","Weight and Composition of the Gold Plates","BookofMormonWeight","bookofmormonweight","https://www.ldsapologetics.com/bookofmormonweight/","Book of Mormon > Weight and Composition of the Gold Plates","Book of Mormon > Witnesses and the Plates > Weight and Composition of the Gold Plates","True"
"154","Why the Plates Were Taken Back","Plates-Taken-Back","plates-taken-back","https://www.ldsapologetics.com/plates-taken-back/","Book of Mormon > Why the Plates Were Taken Back","Book of Mormon > Witnesses and the Plates > Why the Plates Were Taken Back","True"
"134","Why Were the Gold Plates Needed at All?","Plates-Purpose","plates-purpose","https://www.ldsapologetics.com/plates-purpose/","Book of Mormon > Why Were the Gold Plates Needed at All?","Book of Mormon > Witnesses and the Plates > Why Were the Gold Plates Needed at All?","True"
"2064","Church Policy and Protections — What the Record Shows","Abuse-Church-Policy","abuse-church-policy","https://www.ldsapologetics.com/abuse-church-policy/",,"Church History > Abuse and the Church > Church Policy and Protections — What the Record Shows","True"
"2065","Clergy Privilege and the Law","Abuse-Clergy-Privilege-Law","abuse-clergy-privilege-law","https://www.ldsapologetics.com/abuse-clergy-privilege-law/",,"Church History > Abuse and the Church > Clergy Privilege and the Law","True"
"2066","Comparative Context and the Psychology of Predators","Abuse-Comparative-Context","abuse-comparative-context","https://www.ldsapologetics.com/abuse-comparative-context/",,"Church History > Abuse and the Church > Comparative Context and the Psychology of Predators","True"
"2061","Does the Church Protect Abusers? An Honest Answer","Abuse-And-The-Church","abuse-and-the-church","https://www.ldsapologetics.com/abuse-and-the-church/",,"Church History > Abuse and the Church > Does the Church Protect Abusers? An Honest Answer","True"
"159","The Abuse Cases — The Help Line, the Privilege, and the Doctrine","Abuse-Cases","abuse-cases","https://www.ldsapologetics.com/abuse-cases/","Church History > The Abuse Cases — The Help Line, the Privilege, and the Doctrine","Church History > Abuse and the Church > The Abuse Cases — The Help Line, the Privilege, and the Doctrine","True"
"2062","The Abuse Help Line — What It Is, What Was Alleged","Abuse-Help-Line","abuse-help-line","https://www.ldsapologetics.com/abuse-help-line/",,"Church History > Abuse and the Church > The Abuse Help Line — What It Is, What Was Alleged","True"
"2063","The Cases Critics Cite — Arizona, West Virginia, Idaho","Abuse-Cases-Critics-Cite","abuse-cases-critics-cite","https://www.ldsapologetics.com/abuse-cases-critics-cite/",,"Church History > Abuse and the Church > The Cases Critics Cite — Arizona, West Virginia, Idaho","True"
"2067","The Christofferson Case","Christofferson-Case","christofferson-case","https://www.ldsapologetics.com/christofferson-case/",,"Church History > Abuse and the Church > The Christofferson Case","True"
"129","Martin Harris and the Book of Mormon Printing","BOM-Printing-Harris","bom-printing-harris","https://www.ldsapologetics.com/bom-printing-harris/","Church History > Martin Harris and the Book of Mormon Printing","Church History > Bringing Forth the Book of Mormon > Martin Harris and the Book of Mormon Printing","True"
"7","Source Documents and the Translation Process","Source-Documents-Translation","source-documents-translation","https://www.ldsapologetics.com/source-documents-translation/","Church History > Source Documents and the Translation Process","Church History > Bringing Forth the Book of Mormon > Source Documents and the Translation Process","True"
"156","The Kinderhook Plates","Kinderhook-Plates","kinderhook-plates","https://www.ldsapologetics.com/kinderhook-plates/","Church History > The Kinderhook Plates","Church History > Bringing Forth the Book of Mormon > The Kinderhook Plates","True"
"122","Blood Atonement — What Was Taught and What Was Never Practiced","Blood-Atonement","blood-atonement","https://www.ldsapologetics.com/blood-atonement/","Church History > Blood Atonement — What Was Taught and What Was Never Practiced","Church History > Conflict and Violence > Blood Atonement — What Was Taught and What Was Never Practiced","True"
"121","The Council of Fifty — Theocracy or Preparation?","Council-Of-Fifty","council-of-fifty","https://www.ldsapologetics.com/council-of-fifty/","Church History > The Council of Fifty — Theocracy or Preparation?","Church History > Conflict and Violence > The Council of Fifty — Theocracy or Preparation?","True"
"167","The Kirtland Safety Society","Kirtland-Safety-Society","kirtland-safety-society","https://www.ldsapologetics.com/kirtland-safety-society/","Church History > The Kirtland Safety Society","Church History > Conflict and Violence > The Kirtland Safety Society","True"
"117","The Mountain Meadows Massacre","Mountain-Meadows","mountain-meadows","https://www.ldsapologetics.com/mountain-meadows/","Church History > The Mountain Meadows Massacre","Church History > Conflict and Violence > The Mountain Meadows Massacre","True"
"166","The Nauvoo Expositor","Nauvoo-Expositor","nauvoo-expositor","https://www.ldsapologetics.com/nauvoo-expositor/","Church History > The Nauvoo Expositor","Church History > Conflict and Violence > The Nauvoo Expositor","True"
"23","Evolution and LDS Doctrine","Evolution","evolution","https://www.ldsapologetics.com/evolution/","Church History > Evolution and LDS Doctrine","Church History > Doctrine in Historical Context > Evolution and LDS Doctrine","True"
"116","Gordon Hinckley and the 'God Was Once a Man' Question","Hinckley-God-Man","hinckley-god-man","https://www.ldsapologetics.com/hinckley-god-man/","Church History > Gordon Hinckley and the 'God Was Once a Man' Question","Church History > Doctrine in Historical Context > Gordon Hinckley and the 'God Was Once a Man' Question","True"
"44","Prophets Don't Have to Be Perfect","Prophetic-Perfection","prophetic-perfection","https://www.ldsapologetics.com/prophetic-perfection/","Church History > Prophets Don't Have to Be Perfect","Church History > Doctrine in Historical Context > Prophets Don't Have to Be Perfect","True"
"49","The Adam-God Theory — What Brigham Young Actually Said","AdamGod","adamgod","https://www.ldsapologetics.com/adamgod/","Church History > The Adam-God Theory — What Brigham Young Actually Said","Church History > Doctrine in Historical Context > The Adam-God Theory — What Brigham Young Actually Said","True"
"162","The Journal of Discourses — Is It a Valid Source?","Journal-Of-Discourses","journal-of-discourses","https://www.ldsapologetics.com/journal-of-discourses/","Church History > The Journal of Discourses — Is It a Valid Source?","Church History > Doctrine in Historical Context > The Journal of Discourses — Is It a Valid Source?","True"
"141","The Temple and Masonry","Temple-And-Masonry","temple-and-masonry","https://www.ldsapologetics.com/temple-and-masonry/","Church History > The Temple and Masonry","Church History > Doctrine in Historical Context > The Temple and Masonry","True"
"119","The Word of Wisdom — Origin, Authority, and Purpose","Word-Of-Wisdom","word-of-wisdom","https://www.ldsapologetics.com/word-of-wisdom/","Church History > The Word of Wisdom — Origin, Authority, and Purpose","Church History > Doctrine in Historical Context > The Word of Wisdom — Origin, Authority, and Purpose","True"
"108","Did Joseph Smith Join the Methodist Church?","Joseph-Methodist","joseph-methodist","https://www.ldsapologetics.com/joseph-methodist/","Church History > Did Joseph Smith Join the Methodist Church?","Church History > Joseph Smith > Did Joseph Smith Join the Methodist Church?","True"
"47","I Am a Disciple of Christ","Disciple","disciple","https://www.ldsapologetics.com/disciple/","Church History > I Am a Disciple of Christ","Church History > Joseph Smith > I Am a Disciple of Christ","True"
"110","Joseph Smith’s Legal Troubles — What the Record Shows","Joseph-Criminal-Record","joseph-criminal-record","https://www.ldsapologetics.com/joseph-criminal-record/","Church History > Joseph Smith’s Legal Troubles — What the Record Shows","Church History > Joseph Smith > Joseph Smith’s Legal Troubles — What the Record Shows","True"
"111","Joseph Smith's Prophecies — Did They Fail?","False-Prophecies","false-prophecies","https://www.ldsapologetics.com/false-prophecies/","Church History > Joseph Smith's Prophecies — Did They Fail?","Church History > Joseph Smith > Joseph Smith's Prophecies — Did They Fail?","True"
"107","The Four First Vision Accounts","First-Vision-Accounts","first-vision-accounts","https://www.ldsapologetics.com/first-vision-accounts/","Church History > The Four First Vision Accounts","Church History > Joseph Smith > The Four First Vision Accounts","True"
"45","Joseph Smith and Fanny Alger","Joseph-Fanny","joseph-fanny","https://www.ldsapologetics.com/joseph-fanny/","Church History > Joseph Smith and Fanny Alger","Church History > Polygamy > Joseph Smith and Fanny Alger","True"
"43","Polygamy — What Actually Happened","Polygamy","polygamy","https://www.ldsapologetics.com/polygamy/","Church History > Polygamy — What Actually Happened","Church History > Polygamy > Polygamy — What Actually Happened","True"
